	created_at	full_text
1829	Wed Nov 08 17:00:25 +0000 2017	Δεν είναι ντροπή να χάνει κάποιος εκλογές. Αυτό που είναι ντροπή είναι να προσπαθεί να διασωθεί με λάσπη και χυδαιότητα, χρησιμοποιώντας το παρακράτος που ο ίδιος οικοδομεί. #axizoume_kalytera
1830	Wed Nov 08 16:54:37 +0000 2017	Ζωντανά η ομιλία μου στο 4ο Προσυνέδριο του Κόμματος στο Ηράκλειο. #axizoume_kalytera https://t.co/vFfd5RgQHU
1831	Tue Nov 07 13:45:12 +0000 2017	Καταθέτουμε άμεσα τροπολογίες για την κατάργηση του Νόμου Παρασκευόπουλου και την ίδρυση φυλακών υψίστης ασφαλείας. https://t.co/cb9dw4yxdV https://t.co/ySpabvlqoT
1832	Mon Nov 06 18:39:52 +0000 2017	Οι σφαίρες στο ΠΑΣΟΚ είναι επίθεση κατά της Δημοκρατίας. Ο κ. Τσίπρας οφείλει επιτέλους να αναλάβει τις ευθύνες του.
1833	Sat Nov 04 13:27:34 +0000 2017	Ο κ.Τσίπρας ηγείται της ανίκανης παρέας που διάλεξε και φτωχοποιεί τη χώρα. Επιλέγει την πόλωση και τη λάσπη για να κρύψει τις αποτυχίες του https://t.co/8G6oFOe3kI
1834	Sat Nov 04 13:21:47 +0000 2017	Υπερήφανος για το έργο της ΟΝΝΕΔ 1 χρόνο μετά την επανίδρυσή της. Οι τολμηρές προτάσεις της είναι η ελπίδα ότι αξίζουμε &amp; μπορούμε καλύτερα. https://t.co/LiETnTCJaV
1835	Fri Nov 03 15:35:26 +0000 2017	Θα αποκαταστήσουμε το αίσθημα ασφάλειας των πολιτών. Ασφαλείς, ελεύθεροι και αξιοπρεπείς πολίτες, σε μια ασφαλή και αξιοπρεπή Ελλάδα. #vouli https://t.co/YZkaa9FdLR
1836	Fri Nov 03 09:56:17 +0000 2017	Δεν είναι ντροπή να χάνεις εκλογές. Ντροπή είναι να προσπαθείς να επιβιώσεις μέσα από χυδαιότητες και συμμαχίες με Κουρήδες και Βαξεβάνηδες.
1837	Fri Nov 03 09:53:44 +0000 2017	Είπατε πως θα ήσασταν κάθε λέξη του Συντάγματος και γίνατε κάθε λέξη της κάθε φυλλάδας που ανακυκλώνει ξαναζεσταμένες σκευωρίες. #vouli
1838	Fri Nov 03 09:49:00 +0000 2017	Ο μόνος σιδηρόφρακτος δρόμος που βλέπω εγώ είναι η Ηρώδου Αττικού που κλείσατε επί των ημερών σας. Τον κάνατε προσωπικό σας δρόμο. #vouli
1839	Fri Nov 03 09:43:05 +0000 2017	Εσείς υπονομεύατε την κυβέρνηση το 12, το 13 &amp; το 14. Εσείς υιοθετήσατε την ρητορική της βίας. Δεν ξεχνάμε τον ρόλο σας τότε. #vouli
1840	Fri Nov 03 09:37:44 +0000 2017	Έχετε κάνει κωλοτούμπα σε όλα. Σε ένα πράγμα παραμένετε σταθερός. Στις προσωπικές επιθέσεις &amp; στις συκοφαντίες. Είστε ο ίδιος Τσίπρας του 14
1841	Fri Nov 03 08:58:19 +0000 2017	Με τη Ν. Δ. η αστυνομία θα επιστρέψει στις γειτονιές. Ο νόμος Παρασκευόπουλου θα καταργηθεί. Τα πανεπιστήμια δεν θα είναι άσυλο τραμπούκων.
1842	Fri Nov 03 08:57:29 +0000 2017	Λέμε όχι στο φόβο και την ανομία. Η επόμενη κυβέρνηση της χώρας, η κυβέρνηση της Ν.Δ. θα αποκαταστήσει το αίσθημα ασφάλειας των πολιτών.
1843	Fri Nov 03 08:53:42 +0000 2017	Εσείς προσωπικά κ. Τσίπρα ήσασταν που είχατε χαρακτηρίσατε τα ΜΑΤ «παρακρατικές συμμορίες». #vouli
1844	Fri Nov 03 08:52:43 +0000 2017	Ο ΣΥΡΙΖΑ εγκατέλειψε τον θεσμό του αστυνομικού της γειτονιάς &amp; κατήργησε την ομάδα Δέλτα κατ’ απαίτηση της νεολαίας ΣΥΡΙΖΑ &amp; του Ρουβίκωνα.
1845	Fri Nov 03 08:48:09 +0000 2017	Δεν μας αφήνουν να επέμβουμε λέει η ΕΛΑΣ. Η εντολή της μη επέμβασης της αστυνομίας είναι πολιτική. H κυβέρνηση έχει ακέραιη την ευθύνη.
1846	Fri Nov 03 08:46:31 +0000 2017	Ο Ρουβίκωνας απειλεί. Τραμπουκίζει. Και o αρχηγός του ποστάρει ανενόχλητος στο Facebook. #vouli
1847	Fri Nov 03 08:45:56 +0000 2017	Τα πανεπιστήμια μετατρέπονται συχνά σε αρένα οργανωμένων τραμπούκων και παραβατικών στοιχείων. #vouli
1848	Fri Nov 03 08:44:45 +0000 2017	Η Ελλάδα είναι μια χώρα όπου η ανομία κερδίζει διαρκώς έδαφος με συνέργεια ή ανοχή της κυβέρνησης των ΣΥΡΙΖΑ και ΑΝΕΛ.  #vouli
1849	Fri Nov 03 08:42:12 +0000 2017	Επί των ημερών σας αποφυλακίστηκαν 2.000 κρατούμενοι που είχαν καταδικαστεί για κακουργήματα. #vouli
1850	Fri Nov 03 08:41:39 +0000 2017	Δικό σας είναι ο νόμος Παρασκευόπουλου για την αποσυμφόρηση των φυλακών που ψηφίσατε παρά τις προειδοποιήσεις της Δικαιοσύνης. #vouli
1851	Fri Nov 03 08:40:35 +0000 2017	Δεν είναι κατόρθωμα της Κυβέρνησης η σύλληψη του παρ’ ολίγον δολοφόνου του Λουκά Παπαδήμου. Είναι επιτυχία της αστυνομίας. #vouli
1852	Fri Nov 03 08:39:50 +0000 2017	Η δολοφονία Ζαφειρόπουλου οργανώθηκε στον Κορυδαλλό. Εκεί είναι η βάση του οργανωμένου εγκλήματος. Δεν το γνωρίζετε κ. Τσίπρα; #vouli
1853	Fri Nov 03 08:38:37 +0000 2017	Ποιος άνοιξε τις πόρτες των φυλακών, κύριε Τσίπρα; Θα σας το πω εγώ. Η κυβέρνησή σας τις άνοιξε. #vouli
1854	Fri Nov 03 08:37:29 +0000 2017	Η αστυνομία ξέρει, μπορεί και έχει ικανότατα στελέχη. Το πρόβλημα είναι ότι η κυβέρνηση δεν την αφήνει να κάνει τη δουλειά της. #vouli
1855	Fri Nov 03 08:36:52 +0000 2017	Φαντάζομαι δεν θα μπείτε στον πειρασμό να αλλάξετε το αντικείμενο της συζήτησης &amp; να μιλήσετε για σαρανταποδαρούσες γιατί ο κόσμος υποφέρει.
1856	Thu Nov 02 14:56:27 +0000 2017	Συζήτησα με τους πολίτες της Ηγουμενίτσας για ελάχιστο εγγυημένο εισόδημα, μείωση ασφαλιστικών εισφορών και τις προτάσεις μας για την Υγεία. https://t.co/tXcAmqvqwx
1857	Thu Nov 02 14:14:15 +0000 2017	Στο Ειδικό Σχολείο Ηγουμενίτσας. Το πρόβλημα που αντιμετωπίζουν τα παιδιά είναι η συνεχής αλλαγή δασκάλων. Αυτό θα το αλλάξουμε. #Θεσπρωτία https://t.co/qlLynnetSI
1858	Thu Nov 02 13:40:44 +0000 2017	Eπιμένουμε στο κοινωνικό στίγμα της Νέας Δημοκρατίας και σε καμία περίπτωση δεν χαρίζουμε την κοινωνική ευαισθησία στο ΣΥΡΙΖΑ. #Θεσπρωτία https://t.co/0IvBocozrP
1859	Thu Nov 02 11:20:22 +0000 2017	RT @neademokratia: Η εγκληματικότητα και η ανομία στα χειρότερά της. Ποιούς βολεύει αυτή η κατάσταση; https://t.co/6btgs82bxf
1860	Wed Nov 01 18:18:50 +0000 2017	Είμαστε ξεκάθαροι σε αυτό: 1.000 ευρώ αφορολόγητο για το πρώτο παιδί, 2.000 ευρώ για το δεύτερο, για όλες τις οικογένειες #axizoume_kalytera
1861	Wed Nov 01 18:13:34 +0000 2017	Θα μειώσουμε τις εργοδοτικές εισφορές όπως ξεκινήσαμε να κάνουμε το 2014. Περισσότερες δουλειές, περισσότερες εισφορές. #axizoume_Kalytera
1862	Wed Nov 01 18:06:08 +0000 2017	Κεντρική μας δέσμευση είναι να υλοποιηθεί επιτέλους ο ηλεκτρονικός φάκελος ασθενή, ώστε να γνωρίζουν όλοι το πραγματικό ιατρικό του προφίλ.
1863	Wed Nov 01 17:59:26 +0000 2017	Δεν πρόκειται να ανεχτώ στις διοικήσεις των νοσοκομείων να τοποθετούνται αποτυχημένοι πολιτευτές που αναζητούν μια αργομισθία στο δημόσιο.
1864	Wed Nov 01 17:55:12 +0000 2017	Τα φάρμακα στους καρκινοπαθείς και τους ανθρώπους με χρόνιες ασθένειες θα παραδίδονται στα σπίτια τους. #axizoume_kalytera
1865	Wed Nov 01 17:50:43 +0000 2017	Ο αντικαπνιστικός νόμος θα εφαρμοστεί. Δεν μπορεί να είμαστε η μόνη χώρα που δεν μπορεί να εφαρμόσει έναν σοβαρό αντικαπνιστικό νόμο.
1866	Wed Nov 01 17:45:29 +0000 2017	Δεν θέλουμε ανθρώπους εξαρτημένους απο επιδόματα. Θέλουμε ανθρώπους που θα πάρουν ξανά την ζωή τους στα χέρια τους. #axizoume_kalytera
1867	Wed Nov 01 17:39:19 +0000 2017	Ενσωμάτωση των βασικών επιδομάτων σε ένα ελάχιστο εγγυημένο εισόδημα με πόρους ΕΣΠΑ. Όταν θεσμοθετήθηκε πρώτη φορά, ο ΣΥΡΙΖΑ το καταψήφισε.
1868	Wed Nov 01 17:38:02 +0000 2017	Ο ΣΥΡΙΖΑ επιτρέπει να δοκιμάζεται η αξιοπρέπεια των ανθρώπων είτε στις ουρές των νοσοκομείων είτε στις ουρές του ΜΕΤΡΟ. #axizoume_kalytera
1869	Wed Nov 01 17:31:58 +0000 2017	Ο ΣΥΡΙΖΑ πλήττει τους πιο αδύναμους, κάνει τους φτωχούς, φτωχότερους. Μειώνει εισοδήματα &amp;αυξάνει φόρους. Κόβει επίδομα πετρελαίου &amp; ΕΚΑΣ.
1870	Wed Nov 01 17:26:59 +0000 2017	Ζωντανά τώρα η ομιλία μου στο 3ο Προσυνέδριο του Κόμματος στα Ιωάννινα. #axizoume_kalytera https://t.co/rQqc0EOsl1
1871	Mon Oct 30 10:20:05 +0000 2017	Συνεχάρην τον αρχηγό της ΕΛΑΣ για τη σύλληψη του 29χρονου. Όταν αφήνεται η ΕΛΑΣ να κάνει τη δουλειά της λειτουργεί μεθοδικά &amp; αποτελεσματικά https://t.co/0PFagxWBNi
1872	Sat Oct 28 08:16:26 +0000 2017	Σήμερα η σκέψη όλων είναι στη γενιά του 40. Η Ελλάδα θα ξαναγίνει ισχυρή και υπερήφανη. Με αποφασιστικό ρόλο και λόγο στην ΕΕ και τον κόσμο. https://t.co/ZzTMfLFkHT
1873	Fri Oct 27 14:14:10 +0000 2017	Για εμάς οι προσλήψεις στο χώρο της Υγείας αποτελούν απόλυτη προτεραιότητα, ειδικά στο νοσηλευτικό προσωπικό. https://t.co/PJqkz7Q42L https://t.co/FaG6Dbtydi
1874	Thu Oct 26 12:46:17 +0000 2017	Eίμαι αποφασισμένος να αποκαταστήσω το αίσθημα ασφάλειας στη χώρα. Γιατί κ. Τσίπρα δεν αφήνετε την αστυνομία να κάνει τη δουλειά της; https://t.co/qFOsZ1YVWQ
1875	Thu Oct 26 07:34:51 +0000 2017	Πριν από λίγο γνωστοποίησα στον ΠτΒ την απόφασή μου να θέσω την βουλευτή Β´ Αθηνών Κ. Παπακώστα εκτός της κοινοβουλευτικής μας ομάδας.
1876	Wed Oct 25 10:00:56 +0000 2017	Σε μια Ευρώπη που αλλάζει και προχωρά με γρήγορους ρυθμούς εμείς δεν μπορούμε να μένουμε καθηλωμένοι. Το μέλλον δεν μπορεί να περιμένει. https://t.co/Ws3XrOUjBS
1877	Wed Oct 25 09:55:31 +0000 2017	Η ανανέωση είναι η εντολή που εγώ έλαβα όταν εκλέχτηκα αρχηγός από τη βάση. Και η ανανέωση της Νέας Δημοκρατίας θα προχωρήσει.
1878	Wed Oct 25 09:53:53 +0000 2017	Δεν ανακαλύψαμε την ΕΕ το 2016 και την Αμερική το 2017.Είμαστε η μεγάλη υπεύθυνη &amp;προοδευτική παράταξη που θα βγάλει την χώρα από την κρίση
1879	Wed Oct 25 09:50:46 +0000 2017	Η ΝΔ δεν θα δεχθεί να ξαναγίνει η χώρα ξέφραγο αμπέλι. Αν αυτό δεν αρέσει σε κάποιους, ας γνωρίζουν ότι οι απόψεις μας είναι πλειοψηφικές.
1880	Wed Oct 25 09:46:34 +0000 2017	Στα ζητήματα που αφορούν στην μεταναστευτική πολιτική και στην πολιτική φύλαξης των συνόρων, η Ελλάδα πρέπει να έχει βαρύνοντα λόγο.
1881	Wed Oct 25 09:40:58 +0000 2017	Η αναβάθμιση των μαχητικών μας αεροσκαφών είναι απολύτως αναγκαία. Το αξιόμαχο των ενόπλων δυνάμεων είναι ζήτημα υψίστης προτεραιότητας.
1882	Wed Oct 25 09:38:54 +0000 2017	Υποχρέωση και ευθύνη μας είναι να μειώσουμε τη φτώχεια στην Ελλάδα. #axizoume_kalytera https://t.co/kZZS7uCZYk
1883	Wed Oct 25 09:38:35 +0000 2017	Μέσα σε 1 χρόνο ο κ.Τσίπρας εκθείασε και τον Φ.Κάστρο στην κηδεία του &amp; τον κ.Τραμπ, και τους δύο για το καλό της ανθρωπότητας.Τόση συνέπεια
1884	Wed Oct 25 09:33:07 +0000 2017	Οποιοδήποτε υπερπλεόνασμα πρέπει να κατευθυνθεί στους πιο αδύναμους, στην κοινωνία μέσω επιστροφής φόρων &amp; στην εξόφληση ληξιπρόθεσμων.
1885	Wed Oct 25 09:28:36 +0000 2017	Ο κ. Τσίπρας, αφού διέλυσε την κοινωνία με πρωτοφανή επιδρομή φόρων, έχει το θράσος να πανηγυρίζει επειδή θα επιστρέψει λίγα σε κάποιους.
1886	Wed Oct 25 09:19:58 +0000 2017	Ο ΣΥΡΙΖΑ έκανε την Ελλάδα μια χώρα φτωχοποιημένη, απελπισμένη, εξαντλημένη, όπου οι περισσότεροι αγωνίζονται να επιβιώσουν οικονομικά.
1887	Wed Oct 25 09:19:06 +0000 2017	Ο κ. Τσίπρας κάνει τους φτωχούς φτωχότερους και περισσότερους και μετά παίζει θέατρο ότι νοιάζεται γι’ αυτούς.
1888	Wed Oct 25 09:17:43 +0000 2017	Ο κ. Τσίπρας είναι εκείνος που δημιούργησε τη γενιά των 360 ευρώ.
1889	Wed Oct 25 09:16:57 +0000 2017	Δεν είναι κανονική μια χώρα αυτή στην οποία κάθε τρεις και λίγο γίνεται πάρτυ με μολότοφ εναντίον αστυνομικών και πολιτών. #vouli
1890	Wed Oct 25 09:16:14 +0000 2017	Δεν είναι κανονική μια χώρα όταν οι πολίτες της αδυνατούν να πληρώσουν τους φόρους τους με τις υποχρεώσεις τους να ξεπερνούν τα 130 δις.
1891	Wed Oct 25 09:13:31 +0000 2017	Oι πολίτες ζητούν πολιτική αλλαγή. Mε απλά λόγια: οι Ελληνίδες &amp; οι Έλληνες απαιτούν να φύγει το συντομότερο δυνατό η κυβέρνηση ΣΥΡΙΖΑ-ΑΝΕΛ.
1892	Wed Oct 25 09:12:37 +0000 2017	Η κοινωνία απαιτεί να γίνει πάλι η Ελλάδα μια κανονική χώρα. Να βγει από την κρίση, να δώσει πραγματικές ευκαιρίες προόδου στους πολλούς.
1893	Wed Oct 25 09:11:19 +0000 2017	Ζωντανά τώρα η ομιλία μου στην Κοινοβουλευτική Ομάδα του Κόμματος. #vouli https://t.co/EltW0dOoSO
1894	Wed Oct 25 08:29:07 +0000 2017	Καρκίνος του Μαστού: ένας δύσκολος αντίπαλος. Πολλές γυναίκες τον έχουν νικήσει. Ας δουλέψουμε όλοι να στηρίξουμε τον αγώνα τους! #WinCancer https://t.co/toAUzyI7rf
1895	Tue Oct 24 13:34:16 +0000 2017	Ευκαιρίες και Αξιοκρατία. Αυτά ζητάει η νέα γενιά. Όραμά μου είναι η δική σας γενιά να πετύχει περισσότερα από τη δική μου. https://t.co/9r22O3h6zQ
1896	Tue Oct 24 09:00:06 +0000 2017	Συναντήθηκα νωρίτερα με τον φίλο και παραδοσιακό σύμμαχο της Ελλάδας, πρώην πρόεδρο της Γαλλίας @NicolasSarkozy https://t.co/CpmUmJK1Uo
1897	Mon Oct 23 16:59:16 +0000 2017	Η Μαρία Νίτσα είναι η πρώτη φοιτήτρια στην Ελλάδα με σύνδρομο Down και μας δείχνει τον δρόμο για μια κοινωνία ίσων ευκαιριών για όλους.
1898	Mon Oct 23 09:55:15 +0000 2017	Επανακατέθεσα την πρόταση νόμου της ΝΔ για το αυτονόητο δικαίωμα των Ελλήνων του εξωτερικού να ψηφίζουν στον τόπο κατοικίας τους. https://t.co/ZCst2scgHT
1899	Sun Oct 22 17:27:34 +0000 2017	Είμαι ξεκάθαρος και σαφής: Όσοι πρώην βουλευτές μας αξιώνουν αναδρομικές αποζημιώσεις με τον νόμο του ΣΥΡΙΖΑ θέτουν εαυτούς εκτός κόμματος.
1900	Sat Oct 21 12:22:10 +0000 2017	Δεν αποκλείουμε κανέναν. Μιλάμε σε ολόκληρη την ελληνική νεολαία. #axizoume_kalytera https://t.co/OAxsao9E9J
1901	Sat Oct 21 12:15:19 +0000 2017	Ελάτε να χτίσουμε μαζί την Ελλάδα του αύριο. Την Ελλάδα που αξίζετε. #axizoume_kalytera https://t.co/DZQwZIceQE
1902	Sat Oct 21 12:10:33 +0000 2017	Μην αφήνετε άλλους να αποφασίζουν για εσάς. Μόνο μέσα από την συμμετοχή θα ανακτηθεί η χαμένη εμπιστοσύνη μεταξύ μας. #axizoume_kalytera
1903	Sat Oct 21 12:08:03 +0000 2017	Ο τρόπος να φέρουμε πίσω την γενιά του brain drain είναι να φέρουμε νέες ποιοτικές δουλειές με μια έκρηξη επενδύσεων. #axizoume_kalytera
1904	Sat Oct 21 12:05:35 +0000 2017	Ναι στα ιδιωτικά πανεπιστήμια. Χωρίς αστερίσκους, χωρίς υποσημειώσεις. Χωρίς την υποβάθμιση του Δημόσιου Πανεπιστημίου. #axizoume_kalytera
1905	Sat Oct 21 12:02:48 +0000 2017	Στόχος μου είναι μέσα σε μια δεκαετία να δημιουργήσουμε τα καλύτερα πανεπιστήμια της νοτιοανατολικής Ευρώπης. #axizoume_kalytera
1906	Sat Oct 21 12:00:00 +0000 2017	Το άσυλο στα Πανεπιστήμια θα αποκτήσει ξανά το πραγματικό του νόημα. Το δημόσιο Πανεπιστήμιο δεν θα είναι χώρος παραβατικότητας και ανομίας.
1907	Sat Oct 21 11:58:18 +0000 2017	Οι φοιτητές να παίρνουν για κάποιο εξάμηνο τα μαθήματα άλλης συναφούς σχολής ώστε να εμπλουτίζουν τις γνώσεις τους. Σαν ένα εγχώριο Erasmus.
1908	Sat Oct 21 11:54:14 +0000 2017	Απόλυτη προτεραιότητα η κατάργηση των εκτρωματικών νόμων Φίλη, Μπαλτά, Γαβρόγλου. #axizoume_kalytera
1909	Sat Oct 21 11:50:08 +0000 2017	Τα πανεπιστήμια χρειάζονται περισσότερη αυτονομία &amp; περισσότερη αξιολόγηση από την ΑΔΙΠ και από εξωτερικούς αξιολογητές. #axizoume_kalytera
1910	Sat Oct 21 11:48:07 +0000 2017	Ένα πρότυπο σχολείο σε κάθε ελληνική περιφέρεια. Η επιλογή θα γίνεται με αντικειμενικό σύστημα αξιολόγησης. #axizoume_kalytera
1911	Sat Oct 21 11:42:56 +0000 2017	Θέλουμε ελέυθερα και δημιουργικά σχολεία. Θέλουμε αξιολόγηση παντού και για όλους. #axizoyme_kalytera
1912	Sat Oct 21 11:40:11 +0000 2017	Δεν πρόκειται να κάνουμε καμία υποχώρηση στα ζητήματα που αφορούν την παιδεία. Είναι προσωπική μου δέσμευση. #axizoume_kalytera
1913	Sat Oct 21 11:34:20 +0000 2017	Σήμερα είμαστε εδώ για να δώσουμε σε κάθε νέο ελπίδα &amp; αισιοδοξία. Ζωντανά η ομιλία μου στο 2ο Προσυνέδριο. #Πάτρα. https://t.co/oeRme9j1SA
1914	Thu Oct 19 13:26:39 +0000 2017	Νωρίτερα με τον @JunckerEU για τις μεταρρυθμίσεις τις οποίες προτείνει η Νέα Δημοκρατία. https://t.co/fhrl2gIfTe https://t.co/7751NwPuWT
1915	Thu Oct 19 12:45:07 +0000 2017	Πρέπει η Ελλάδα, τους επόμενους 15 μήνες, να βρει τη θέση που της αξίζει στο τραπέζι των συζητήσεων για το μέλλον της Ευρώπης. https://t.co/yVEYGW4spu
1916	Wed Oct 18 16:45:30 +0000 2017	Συζήτηση με ευρωπαίους Επιτρόπους για το σχέδιό μου για την Ελλάδα του μέλλοντος. https://t.co/ggMPj4lXiM https://t.co/gfo4DfuLUM
1917	Wed Oct 18 09:58:00 +0000 2017	Το μητρώο στελεχών είναι μια δυναμική διαδικασία που διευρύνεται συνεχώς. Έχουν ήδη αξιολογηθεί 1500 νέοι άνθρωποι και συνεχίζουμε. https://t.co/NmQjx8tqFc
1918	Tue Oct 17 13:12:35 +0000 2017	Τα κόμματα θεωρούνται κλειστοί μηχανισμοί, στους οποίους η πρόσβαση σημαίνει προσωπική γνωριμία. Αυτό θα το αλλάξω. https://t.co/KtBABevU7u https://t.co/fOkU67GjeE
1919	Mon Oct 16 19:22:33 +0000 2017	Πρέπει να συνομιλήσουμε με μια τραυματισμένη κοινωνία και να την πείσουμε πως οι μεγάλες αλλαγές αφορούν εκείνη και όχι μια απόμακρη ελίτ. https://t.co/OJ05JwAE5Z
1920	Mon Oct 16 19:21:05 +0000 2017	Θα επικαιροποιήσουμε άμεσα το ολοκληρωμένο σχέδιο που έχουμε καταθέσει για προσφυγικό και μεταναστευτικό. https://t.co/DatnfYxjnI https://t.co/MVitBmnASj
1921	Mon Oct 16 06:54:54 +0000 2017	Δήλωσή μου για το ταξίδι του πρωθυπουργού στις Η.Π.Α. https://t.co/UstTVREHuM https://t.co/fluSzblKsX
1922	Sun Oct 15 19:25:58 +0000 2017	Συγχαρητήρια στον @sebastiankurz για τη μεγάλη νίκη στις αυστριακές εκλογές. #AustrianElection
1923	Sat Oct 14 21:58:04 +0000 2017	Συγχαρητήρια στην @KatStefanidi που αναδείχθηκε κορυφαία αθλήτρια της χρονιάς στην Ευρώπη. Σε ευχαριστούμε που μας κάνεις υπερήφανους ξανά! https://t.co/K70cKCl9tn
1924	Sat Oct 14 08:36:10 +0000 2017	RT @apdox: Ανοιχτή επιστολή στον Πρύτανη του Οικονομιού Πανεπιστημίου για τον ξυλοδαρμό ενός Ανθρώπου με Ειδικές Ανάγκες.... https://t.co/e…
1925	Fri Oct 13 09:23:57 +0000 2017	Οι πολίτες αισθάνονται όλο και πιο ανασφαλείς. Και αυτό, σε ένα ευνομούμενο Κράτος δικαίου, δεν μπορεί και δεν θα γίνει ανεκτό. https://t.co/3hZdhz9pE7
1926	Thu Oct 12 17:41:43 +0000 2017	Εκφράζω τον αποτροπιασμό μου για τη στυγνή δολοφονία του Μ. Ζαφειρόπουλου.Άξιος δικηγόρος, διακεκριμένο στέλεχος της Ν.Δ. &amp; πολύ καλός φίλος
1927	Tue Oct 10 11:21:31 +0000 2017	"Που είναι ο κ.Καμμένος; Και στον Άρη θα πήγαινε για να μην είναι παρών.Αυτός που έλεγε στον Αρχιεπίσκοπο""θα ρίξω την κυβέρνηση αν χρειαστεί"""
1928	Tue Oct 10 09:43:25 +0000 2017	Πρέπει να είμαστε σίγουροι ότι πήραν την απόφαση τους συνειδητοποιημένα &amp; όχι ασυνείδητα &amp; ανεύθυνα. Όπως δηλαδή κυβερνάτε τον τόπο. #vouli
1929	Tue Oct 10 09:31:06 +0000 2017	Δεν διστάζετε να χρησιμοποιήσετε ακόμη και τα διεμφυλικά άτομα για να ξεφύγετε από τα αδιέξοδα που προκαλέσατε &amp; προκαλείτε στη χώρα #vouli
1930	Tue Oct 10 09:29:02 +0000 2017	Το μόνο που κάνετε είναι ένα ακόμη σόου δήθεν αριστερού προοδευτισμού την ώρα που ασκείτε την εξουσία με τον πιο αναχρονιστικό τρόπο. #vouli
1931	Tue Oct 10 09:26:28 +0000 2017	Για τα ουσιαστικά ζητήματα στα οποία αναφέρθηκα δεν είπε λέξη ο κ. Τσίπρας. Ίσως ο λογογράφος του τα αμέλησε ή δεν γνωρίζει το θέμα σε βάθος
1932	Tue Oct 10 09:24:48 +0000 2017	Παριστάνετε τους προοδευτικούς &amp; αδιαφορείτε για την πιθανότητα ένα παιδί 18 χρονών να πάρει τέτοια απόφαση, χωρίς ιατρική δικλίδα ασφαλείας
1933	Tue Oct 10 09:21:44 +0000 2017	Είναι αδιανόητο κάποιος στα 15 του να μην μπορεί να πιει αλκοόλ ή να οδηγεί αλλά να του επιτρέπεται να προβαίνει σε μια τόσο κρίσιμη απόφαση
1934	Tue Oct 10 09:20:00 +0000 2017	Από τις 43 χώρες του Συμβουλίου της Ευρώπης, στις 38, δηλαδή σχεδόν σε όλες, η διαδικασία αναγνώρισης προϋποθέτει ιατρική διάγνωση. #vouli
1935	Tue Oct 10 09:17:42 +0000 2017	Σας καλώ να υιοθετήσετε την δική μας πρόταση γιατί το νομοσχέδιο σας επιχειρεί να ρυθμίσει ένα υπαρκτό ζήτημα με τελείως λάθος τρόπο. #vouli
1936	Tue Oct 10 09:10:28 +0000 2017	Tο φέρατε άρον άρον στην Βουλή λίγο πριν από τον προϋπολογισμό σε μια απεγνωσμένη προσπάθειά να κρύψετε την καθολική αποτυχία σας παντού.
1937	Tue Oct 10 09:09:53 +0000 2017	Τα ψευτομαθήματά σας πείτε τα στους ΑΝΕΛ, τον παρτενέρ σας στον αλλοπρόσαλλο θίασο που παριστάνει εδώ &amp; 2 χρόνια την  κυβέρνηση. #vouli
1938	Tue Oct 10 09:07:22 +0000 2017	Το ζήτημα της νομικής αναγνώρισης της ταυτότητας φύλου αποτελεί μια αυτονόητη αναγκαιότητα σε ένα σύγχρονο κράτους δικαίου. #vouli
1939	Tue Oct 10 09:05:52 +0000 2017	Ζωντανά τώρα στο βήμα της Βουλής η ομιλία μου για την αλλαγή ταυτότητας φύλου. #vouli https://t.co/fqFuXo5nF4
1940	Mon Oct 09 14:56:04 +0000 2017	"Οι χώρες του Κόλπου αποτελούν ευκαιρία για την προσέλκυση επενδύσεων 
και την εξωστρέφεια ελληνικών επιχειρήσεων. https://t.co/zUOnm8fm5b https://t.co/kQD1mGl5IN"
1941	Mon Oct 09 12:44:32 +0000 2017	Ανησυχητική η αύξηση των προσφυγικών ροών που δημιουργεί έντονη &amp; κατανοητή αντίδραση από τις τοπικές κοινωνίες. https://t.co/7KhHtqzwcy https://t.co/ecEQYFxfxq
1942	Mon Oct 09 10:40:29 +0000 2017	Καλή αρχή στα νέα στελέχη της επικοινωνιακής μας ομάδας. Τα υπόλοιπα την Παρασκευή, στην επίσημη παρουσίασή τους.
1943	Sun Oct 08 15:13:30 +0000 2017	Επιλέγουμε μια πολιτική που τονώνει την επιχειρηματικότητα και δίνει ευκαιρίες σε όλους τους Έλληνες. #axizoume_kalytera https://t.co/w9Wjawk0x3
1944	Sun Oct 08 14:56:52 +0000 2017	Εργατοπατέρες με μαξιμαλιστικές λογικές &amp; άβουλοι υπουργοί οδηγούσαν τις επιχειρήσεις σε κλείσιμο.Τους αφήνουμε στο χθες #axizoyme_kalytera
1945	Sun Oct 08 14:50:04 +0000 2017	Οι τρεις πυλώνες της πολιτικής μας. #axizoume_kalytera https://t.co/1Uys9CDNAo
1946	Sun Oct 08 14:43:32 +0000 2017	Νέα Δημοκρατία ίσον νέες δουλειές. Δουλειές, δουλειές, δουλειές! #axizoyme_kalytera
1947	Sun Oct 08 14:41:38 +0000 2017	Δεσμεύομαι για μείωση φόρου επιχειρήσεων από το 29% στο 20% σε διάστημα διετίας και απλοποίηση αδειοδοτικής διαδικασίας. #axizoume_kalytera
